rfam_id	cm_file	ga_threshold	source_version	fetch_date
RF00060	data/raw/rna/rfam/Rfam.cm.gz#RF00060	50.00	Rfam:current	2026-04-12
RF00061	data/raw/rna/rfam/Rfam.cm.gz#RF00061	290.00	Rfam:current	2026-04-12
RF00062	data/raw/rna/rfam/Rfam.cm.gz#RF00062	50.00	Rfam:current	2026-04-12
RF00063	data/raw/rna/rfam/Rfam.cm.gz#RF00063	60.00	Rfam:current	2026-04-12
RF00064	data/raw/rna/rfam/Rfam.cm.gz#RF00064	77.00	Rfam:current	2026-04-12
RF00065	data/raw/rna/rfam/Rfam.cm.gz#RF00065	90.00	Rfam:current	2026-04-12
RF00066	data/raw/rna/rfam/Rfam.cm.gz#RF00066	34.00	Rfam:current	2026-04-12
RF00067	data/raw/rna/rfam/Rfam.cm.gz#RF00067	75.00	Rfam:current	2026-04-12
RF00068	data/raw/rna/rfam/Rfam.cm.gz#RF00068	63.00	Rfam:current	2026-04-12
RF00069	data/raw/rna/rfam/Rfam.cm.gz#RF00069	41.00	Rfam:current	2026-04-12
RF00070	data/raw/rna/rfam/Rfam.cm.gz#RF00070	48.00	Rfam:current	2026-04-12
RF00071	data/raw/rna/rfam/Rfam.cm.gz#RF00071	42.00	Rfam:current	2026-04-12
RF00072	data/raw/rna/rfam/Rfam.cm.gz#RF00072	80.00	Rfam:current	2026-04-12
RF00073	data/raw/rna/rfam/Rfam.cm.gz#RF00073	62.00	Rfam:current	2026-04-12
RF00074	data/raw/rna/rfam/Rfam.cm.gz#RF00074	46.70	Rfam:current	2026-04-12
RF00075	data/raw/rna/rfam/Rfam.cm.gz#RF00075	60.00	Rfam:current	2026-04-12
RF00076	data/raw/rna/rfam/Rfam.cm.gz#RF00076	45.50	Rfam:current	2026-04-12
RF00077	data/raw/rna/rfam/Rfam.cm.gz#RF00077	130.00	Rfam:current	2026-04-12
RF00078	data/raw/rna/rfam/Rfam.cm.gz#RF00078	41.00	Rfam:current	2026-04-12
RF00079	data/raw/rna/rfam/Rfam.cm.gz#RF00079	40.00	Rfam:current	2026-04-12
RF00080	data/raw/rna/rfam/Rfam.cm.gz#RF00080	45.00	Rfam:current	2026-04-12
RF00081	data/raw/rna/rfam/Rfam.cm.gz#RF00081	66.00	Rfam:current	2026-04-12
RF00082	data/raw/rna/rfam/Rfam.cm.gz#RF00082	50.00	Rfam:current	2026-04-12
RF00083	data/raw/rna/rfam/Rfam.cm.gz#RF00083	40.00	Rfam:current	2026-04-12
RF00084	data/raw/rna/rfam/Rfam.cm.gz#RF00084	61.00	Rfam:current	2026-04-12
RF00085	data/raw/rna/rfam/Rfam.cm.gz#RF00085	50.00	Rfam:current	2026-04-12
RF00086	data/raw/rna/rfam/Rfam.cm.gz#RF00086	52.00	Rfam:current	2026-04-12
RF00087	data/raw/rna/rfam/Rfam.cm.gz#RF00087	44.00	Rfam:current	2026-04-12
RF00088	data/raw/rna/rfam/Rfam.cm.gz#RF00088	40.00	Rfam:current	2026-04-12
RF00089	data/raw/rna/rfam/Rfam.cm.gz#RF00089	40.00	Rfam:current	2026-04-12
RF00090	data/raw/rna/rfam/Rfam.cm.gz#RF00090	71.00	Rfam:current	2026-04-12
RF00091	data/raw/rna/rfam/Rfam.cm.gz#RF00091	80.00	Rfam:current	2026-04-12
RF00092	data/raw/rna/rfam/Rfam.cm.gz#RF00092	90.00	Rfam:current	2026-04-12
RF00093	data/raw/rna/rfam/Rfam.cm.gz#RF00093	41.00	Rfam:current	2026-04-12
RF00094	data/raw/rna/rfam/Rfam.cm.gz#RF00094	50.00	Rfam:current	2026-04-12
RF00095	data/raw/rna/rfam/Rfam.cm.gz#RF00095	45.00	Rfam:current	2026-04-12
RF00096	data/raw/rna/rfam/Rfam.cm.gz#RF00096	41.00	Rfam:current	2026-04-12
RF00097	data/raw/rna/rfam/Rfam.cm.gz#RF00097	40.00	Rfam:current	2026-04-12
RF00099	data/raw/rna/rfam/Rfam.cm.gz#RF00099	50.00	Rfam:current	2026-04-12
RF00100	data/raw/rna/rfam/Rfam.cm.gz#RF00100	35.00	Rfam:current	2026-04-12
RF00101	data/raw/rna/rfam/Rfam.cm.gz#RF00101	37.00	Rfam:current	2026-04-12
RF00102	data/raw/rna/rfam/Rfam.cm.gz#RF00102	70.00	Rfam:current	2026-04-12
RF00103	data/raw/rna/rfam/Rfam.cm.gz#RF00103	45.60	Rfam:current	2026-04-12
RF00104	data/raw/rna/rfam/Rfam.cm.gz#RF00104	47.50	Rfam:current	2026-04-12
RF00105	data/raw/rna/rfam/Rfam.cm.gz#RF00105	39.00	Rfam:current	2026-04-12
RF00106	data/raw/rna/rfam/Rfam.cm.gz#RF00106	47.00	Rfam:current	2026-04-12
RF00107	data/raw/rna/rfam/Rfam.cm.gz#RF00107	45.00	Rfam:current	2026-04-12
RF00108	data/raw/rna/rfam/Rfam.cm.gz#RF00108	35.00	Rfam:current	2026-04-12
RF00109	data/raw/rna/rfam/Rfam.cm.gz#RF00109	36.00	Rfam:current	2026-04-12
RF00110	data/raw/rna/rfam/Rfam.cm.gz#RF00110	40.00	Rfam:current	2026-04-12
RF00111	data/raw/rna/rfam/Rfam.cm.gz#RF00111	38.00	Rfam:current	2026-04-12
RF00112	data/raw/rna/rfam/Rfam.cm.gz#RF00112	47.00	Rfam:current	2026-04-12
RF00113	data/raw/rna/rfam/Rfam.cm.gz#RF00113	56.00	Rfam:current	2026-04-12
RF00114	data/raw/rna/rfam/Rfam.cm.gz#RF00114	39.50	Rfam:current	2026-04-12
RF00115	data/raw/rna/rfam/Rfam.cm.gz#RF00115	42.00	Rfam:current	2026-04-12
RF00116	data/raw/rna/rfam/Rfam.cm.gz#RF00116	40.00	Rfam:current	2026-04-12
RF00117	data/raw/rna/rfam/Rfam.cm.gz#RF00117	50.00	Rfam:current	2026-04-12
RF00118	data/raw/rna/rfam/Rfam.cm.gz#RF00118	50.00	Rfam:current	2026-04-12
RF00119	data/raw/rna/rfam/Rfam.cm.gz#RF00119	40.00	Rfam:current	2026-04-12
RF00121	data/raw/rna/rfam/Rfam.cm.gz#RF00121	90.00	Rfam:current	2026-04-12
RF00122	data/raw/rna/rfam/Rfam.cm.gz#RF00122	45.00	Rfam:current	2026-04-12
RF00124	data/raw/rna/rfam/Rfam.cm.gz#RF00124	46.00	Rfam:current	2026-04-12
RF00125	data/raw/rna/rfam/Rfam.cm.gz#RF00125	80.00	Rfam:current	2026-04-12
RF00126	data/raw/rna/rfam/Rfam.cm.gz#RF00126	80.00	Rfam:current	2026-04-12
RF00127	data/raw/rna/rfam/Rfam.cm.gz#RF00127	44.00	Rfam:current	2026-04-12
RF00128	data/raw/rna/rfam/Rfam.cm.gz#RF00128	33.00	Rfam:current	2026-04-12
RF00129	data/raw/rna/rfam/Rfam.cm.gz#RF00129	59.60	Rfam:current	2026-04-12
RF00130	data/raw/rna/rfam/Rfam.cm.gz#RF00130	54.00	Rfam:current	2026-04-12
RF00131	data/raw/rna/rfam/Rfam.cm.gz#RF00131	50.20	Rfam:current	2026-04-12
RF00132	data/raw/rna/rfam/Rfam.cm.gz#RF00132	38.00	Rfam:current	2026-04-12
RF00133	data/raw/rna/rfam/Rfam.cm.gz#RF00133	44.00	Rfam:current	2026-04-12
RF00134	data/raw/rna/rfam/Rfam.cm.gz#RF00134	55.00	Rfam:current	2026-04-12
RF00135	data/raw/rna/rfam/Rfam.cm.gz#RF00135	45.00	Rfam:current	2026-04-12
RF00136	data/raw/rna/rfam/Rfam.cm.gz#RF00136	50.00	Rfam:current	2026-04-12
RF00137	data/raw/rna/rfam/Rfam.cm.gz#RF00137	35.00	Rfam:current	2026-04-12
RF00138	data/raw/rna/rfam/Rfam.cm.gz#RF00138	45.00	Rfam:current	2026-04-12
RF00139	data/raw/rna/rfam/Rfam.cm.gz#RF00139	43.00	Rfam:current	2026-04-12
RF00140	data/raw/rna/rfam/Rfam.cm.gz#RF00140	38.00	Rfam:current	2026-04-12
RF00142	data/raw/rna/rfam/Rfam.cm.gz#RF00142	48.00	Rfam:current	2026-04-12
RF00143	data/raw/rna/rfam/Rfam.cm.gz#RF00143	58.00	Rfam:current	2026-04-12
RF00144	data/raw/rna/rfam/Rfam.cm.gz#RF00144	60.00	Rfam:current	2026-04-12
RF00145	data/raw/rna/rfam/Rfam.cm.gz#RF00145	45.00	Rfam:current	2026-04-12
RF00147	data/raw/rna/rfam/Rfam.cm.gz#RF00147	38.00	Rfam:current	2026-04-12
RF00149	data/raw/rna/rfam/Rfam.cm.gz#RF00149	44.00	Rfam:current	2026-04-12
RF00150	data/raw/rna/rfam/Rfam.cm.gz#RF00150	39.00	Rfam:current	2026-04-12
RF00151	data/raw/rna/rfam/Rfam.cm.gz#RF00151	42.00	Rfam:current	2026-04-12
RF00152	data/raw/rna/rfam/Rfam.cm.gz#RF00152	47.00	Rfam:current	2026-04-12
RF00153	data/raw/rna/rfam/Rfam.cm.gz#RF00153	39.00	Rfam:current	2026-04-12
RF00154	data/raw/rna/rfam/Rfam.cm.gz#RF00154	43.00	Rfam:current	2026-04-12
RF00155	data/raw/rna/rfam/Rfam.cm.gz#RF00155	45.00	Rfam:current	2026-04-12
RF00156	data/raw/rna/rfam/Rfam.cm.gz#RF00156	40.00	Rfam:current	2026-04-12
RF00157	data/raw/rna/rfam/Rfam.cm.gz#RF00157	35.00	Rfam:current	2026-04-12
RF00158	data/raw/rna/rfam/Rfam.cm.gz#RF00158	43.00	Rfam:current	2026-04-12
RF00159	data/raw/rna/rfam/Rfam.cm.gz#RF00159	36.00	Rfam:current	2026-04-12
RF00160	data/raw/rna/rfam/Rfam.cm.gz#RF00160	39.00	Rfam:current	2026-04-12
RF00161	data/raw/rna/rfam/Rfam.cm.gz#RF00161	60.00	Rfam:current	2026-04-12
RF00162	data/raw/rna/rfam/Rfam.cm.gz#RF00162	44.40	Rfam:current	2026-04-12
RF00163	data/raw/rna/rfam/Rfam.cm.gz#RF00163	34.00	Rfam:current	2026-04-12
RF00164	data/raw/rna/rfam/Rfam.cm.gz#RF00164	50.00	Rfam:current	2026-04-12
RF00165	data/raw/rna/rfam/Rfam.cm.gz#RF00165	35.60	Rfam:current	2026-04-12
RF00166	data/raw/rna/rfam/Rfam.cm.gz#RF00166	38.00	Rfam:current	2026-04-12
RF00167	data/raw/rna/rfam/Rfam.cm.gz#RF00167	37.00	Rfam:current	2026-04-12
RF00168	data/raw/rna/rfam/Rfam.cm.gz#RF00168	30.00	Rfam:current	2026-04-12
RF00169	data/raw/rna/rfam/Rfam.cm.gz#RF00169	40.00	Rfam:current	2026-04-12
RF00170	data/raw/rna/rfam/Rfam.cm.gz#RF00170	52.00	Rfam:current	2026-04-12
RF00171	data/raw/rna/rfam/Rfam.cm.gz#RF00171	43.00	Rfam:current	2026-04-12
RF00172	data/raw/rna/rfam/Rfam.cm.gz#RF00172	45.00	Rfam:current	2026-04-12
RF00173	data/raw/rna/rfam/Rfam.cm.gz#RF00173	65.00	Rfam:current	2026-04-12
RF00174	data/raw/rna/rfam/Rfam.cm.gz#RF00174	31.50	Rfam:current	2026-04-12
RF00175	data/raw/rna/rfam/Rfam.cm.gz#RF00175	35.00	Rfam:current	2026-04-12
RF00176	data/raw/rna/rfam/Rfam.cm.gz#RF00176	33.00	Rfam:current	2026-04-12
RF00177	data/raw/rna/rfam/Rfam.cm.gz#RF00177	50.00	Rfam:current	2026-04-12
RF00178	data/raw/rna/rfam/Rfam.cm.gz#RF00178	50.00	Rfam:current	2026-04-12
RF00179	data/raw/rna/rfam/Rfam.cm.gz#RF00179	37.00	Rfam:current	2026-04-12
RF00180	data/raw/rna/rfam/Rfam.cm.gz#RF00180	41.00	Rfam:current	2026-04-12
RF00181	data/raw/rna/rfam/Rfam.cm.gz#RF00181	36.00	Rfam:current	2026-04-12
RF00182	data/raw/rna/rfam/Rfam.cm.gz#RF00182	80.00	Rfam:current	2026-04-12
RF00183	data/raw/rna/rfam/Rfam.cm.gz#RF00183	45.00	Rfam:current	2026-04-12
RF00184	data/raw/rna/rfam/Rfam.cm.gz#RF00184	42.00	Rfam:current	2026-04-12
RF00185	data/raw/rna/rfam/Rfam.cm.gz#RF00185	42.00	Rfam:current	2026-04-12
RF00186	data/raw/rna/rfam/Rfam.cm.gz#RF00186	47.00	Rfam:current	2026-04-12
RF00187	data/raw/rna/rfam/Rfam.cm.gz#RF00187	47.00	Rfam:current	2026-04-12
RF00188	data/raw/rna/rfam/Rfam.cm.gz#RF00188	45.00	Rfam:current	2026-04-12
RF00189	data/raw/rna/rfam/Rfam.cm.gz#RF00189	55.00	Rfam:current	2026-04-12
RF00190	data/raw/rna/rfam/Rfam.cm.gz#RF00190	35.00	Rfam:current	2026-04-12
RF00191	data/raw/rna/rfam/Rfam.cm.gz#RF00191	40.00	Rfam:current	2026-04-12
RF00192	data/raw/rna/rfam/Rfam.cm.gz#RF00192	70.00	Rfam:current	2026-04-12
RF00193	data/raw/rna/rfam/Rfam.cm.gz#RF00193	100.00	Rfam:current	2026-04-12
RF00194	data/raw/rna/rfam/Rfam.cm.gz#RF00194	35.00	Rfam:current	2026-04-12
RF00195	data/raw/rna/rfam/Rfam.cm.gz#RF00195	57.00	Rfam:current	2026-04-12
RF00196	data/raw/rna/rfam/Rfam.cm.gz#RF00196	60.00	Rfam:current	2026-04-12
RF00198	data/raw/rna/rfam/Rfam.cm.gz#RF00198	75.00	Rfam:current	2026-04-12
RF00199	data/raw/rna/rfam/Rfam.cm.gz#RF00199	41.00	Rfam:current	2026-04-12
RF00200	data/raw/rna/rfam/Rfam.cm.gz#RF00200	47.00	Rfam:current	2026-04-12
RF00201	data/raw/rna/rfam/Rfam.cm.gz#RF00201	36.00	Rfam:current	2026-04-12
RF00202	data/raw/rna/rfam/Rfam.cm.gz#RF00202	43.00	Rfam:current	2026-04-12
RF00203	data/raw/rna/rfam/Rfam.cm.gz#RF00203	42.00	Rfam:current	2026-04-12
RF00204	data/raw/rna/rfam/Rfam.cm.gz#RF00204	39.00	Rfam:current	2026-04-12
RF00205	data/raw/rna/rfam/Rfam.cm.gz#RF00205	40.00	Rfam:current	2026-04-12
RF00206	data/raw/rna/rfam/Rfam.cm.gz#RF00206	40.00	Rfam:current	2026-04-12
RF00207	data/raw/rna/rfam/Rfam.cm.gz#RF00207	43.00	Rfam:current	2026-04-12
